series_id,description
WPS015,"PPI Commodity data for Farm products-Raw cotton, seasonally adjusted"
WPS0151,"PPI Commodity data for Farm products-Raw cotton, seasonally adjusted"
WPS015101,"PPI Commodity data for Farm products-Raw cotton, seasonally adjusted"
WPS01510101,"PPI Commodity data for Farm products-Raw cotton, seasonally adjusted"
WPS016,"PPI Commodity data for Farm products-Raw milk, seasonally adjusted"
WPS0161,"PPI Commodity data for Farm products-Raw milk, seasonally adjusted"
WPS016101,"PPI Commodity data for Farm products-Raw milk, seasonally adjusted"
WPS017,"PPI Commodity data for Farm products-Chicken eggs, seasonally adjusted"
WPS0171,"PPI Commodity data for Farm products-Chicken eggs, seasonally adjusted"
WPS017107,"PPI Commodity data for Farm products-Eggs for fresh use, seasonally adjusted"
WPS017108,"PPI Commodity data for Farm products-Breaker stock and checks and undergrades, seasonally adjusted"
WPS018,"PPI Commodity data for Farm products-Hay, hayseeds, and oilseeds, seasonally adjusted"
WPS0181,"PPI Commodity data for Farm products-Hay and hayseeds, seasonally adjusted"
WPS018101,"PPI Commodity data for Farm products-Hay and hayseeds, seasonally adjusted"
WPS0183,"PPI Commodity data for Farm products-Oilseeds, seasonally adjusted"
WPS018301,"PPI Commodity data for Farm products-Oilseeds, seasonally adjusted"
WPS01830131,"PPI Commodity data for Farm products-Soybeans, seasonally adjusted"
WPS01PLUS02,"PPI Commodity data for Farm products, processed foods and feeds, seasonally adjusted"
WPS02,"PPI Commodity data for Processed foods and feeds, seasonally adjusted"
WPS021,"PPI Commodity data for Processed foods and feeds-Cereal and bakery products, seasonally adjusted"
WPS0211,"PPI Commodity data for Processed foods and feeds-Bakery products, seasonally adjusted"
WPS021105,"PPI Commodity data for Processed foods and feeds-Rolls (bread-type), muffins, bagels, and croissants, seasonally adjusted"
WPS021108,"PPI Commodity data for Processed foods and feeds-Soft cakes, excluding frozen, seasonally adjusted"
WPS021121,"PPI Commodity data for Processed foods and feeds-Cookies, crackers, and related products, seasonally adjusted"
WPS021130,"PPI Commodity data for Processed foods and feeds-Retail bakery products, excluding retail trade, seasonally adjusted"
WPS0212,"PPI Commodity data for Processed foods and feeds-Flour and flour base mixes and doughs, seasonally adjusted"
WPS021203,"PPI Commodity data for Processed foods and feeds-Wheat flour, seasonally adjusted"
WPS021204,"PPI Commodity data for Processed foods and feeds-Flour base mixes and doughs, seasonally adjusted"
WPS0213,"PPI Commodity data for Processed foods and feeds-Milled rice and byproducts, seasonally adjusted"
WPS021301,"PPI Commodity data for Processed foods and feeds-Head rice, seasonally adjusted"
WPS021302,"PPI Commodity data for Processed foods and feeds-Milled rice (incl second heads, screenings, brewers, bran, sharps, rice flour, and byproducts), seasonally adjusted"
WPS0214,"PPI Commodity data for Processed foods and feeds-Cereal and pasta products, seasonally adjusted"
WPS021402,"PPI Commodity data for Processed foods and feeds-Dry macaroni, spaghetti, and egg noodle products, made from purchased flour, seasonally adjusted"
WPS021409,"PPI Commodity data for Processed foods and feeds-Cereal and mill products, other than flour, seasonally adjusted"
WPS022,"PPI Commodity data for Processed foods and feeds-Meats, poultry, and fish, seasonally adjusted"
WPS0221,"PPI Commodity data for Processed foods and feeds-Meats, seasonally adjusted"
WPS022101,"PPI Commodity data for Processed foods and feeds-Beef and veal products, fresh or frozen, seasonally adjusted"
WPS022103,"PPI Commodity data for Processed foods and feeds-Lamb/mutton, fresh or frozen, not canned or made into sausage, made in slaughtering plants, seasonally adjusted"
WPS022104,"PPI Commodity data for Processed foods and feeds-Pork products, fresh, frozen, or processed, except sausage, seasonally adjusted"
WPS022105,"PPI Commodity data for Processed foods and feeds-Other meats, fresh, frozen, or canned, seasonally adjusted"
WPS0222,"PPI Commodity data for Processed foods and feeds-Processed poultry, seasonally adjusted"
WPS022203,"PPI Commodity data for Processed foods and feeds-Young chickens, including bulk, chilled, frozen, whole, and in parts, seasonally adjusted"
WPS022206,"PPI Commodity data for Processed foods and feeds-Turkeys, including frozen, whole, and in parts, seasonally adjusted"
WPS022208,"PPI Commodity data for Processed foods and feeds-Canned, cooked, smoked or prepared poultry, seasonally adjusted"
WPS0223,"PPI Commodity data for Processed foods and feeds-Unprocessed and prepared seafood, seasonally adjusted"
WPS022301,"PPI Commodity data for Processed foods and feeds-Unprocessed finfish, seasonally adjusted"
WPS022305,"PPI Commodity data for Processed foods and feeds-Unprocessed shellfish, seasonally adjusted"
WPS023,"PPI Commodity data for Processed foods and feeds-Dairy products, seasonally adjusted"
WPS0231,"PPI Commodity data for Processed foods and feeds-Fluid milk products, seasonally adjusted"
WPS023103,"PPI Commodity data for Processed foods and feeds-Packaged fluid milk and related products, seasonally adjusted"
WPS023104,"PPI Commodity data for Processed foods and feeds-Cottage cheese, seasonally adjusted"
WPS023105,"PPI Commodity data for Processed foods and feeds-Other milk products, seasonally adjusted"
WPS023106,"PPI Commodity data for Processed foods and feeds-Bulk fluid milk and cream, seasonally adjusted"
WPS0232,"PPI Commodity data for Processed foods and feeds-Butter, seasonally adjusted"
WPS023201,"PPI Commodity data for Processed foods and feeds-Butter, seasonally adjusted"
WPS0233,"PPI Commodity data for Processed foods and feeds-Natural, processed, and imitation cheese, seasonally adjusted"
WPS023302,"PPI Commodity data for Processed foods and feeds-Natural cheese, except cottage cheese, seasonally adjusted"
WPS023303,"PPI Commodity data for Processed foods and feeds-Processed cheese and related products, seasonally adjusted"
WPS0234,"PPI Commodity data for Processed foods and feeds-Ice cream and frozen desserts, seasonally adjusted"
WPS023402,"PPI Commodity data for Processed foods and feeds-Ice cream and frozen desserts, seasonally adjusted"
WPS0235,"PPI Commodity data for Processed foods and feeds-Dry, condensed, and evaporated milk products, seasonally adjusted"
WPS023502,"PPI Commodity data for Processed foods and feeds-Dry milk products, including feed grade, seasonally adjusted"
WPS024,"PPI Commodity data for Processed foods and feeds-Processed fruits and vegetables, seasonally adjusted"
WPS0241,"PPI Commodity data for Processed foods and feeds-Canned fruits and juices, seasonally adjusted"
WPS024101,"PPI Commodity data for Processed foods and feeds-Canned fruits, excluding baby foods, seasonally adjusted"
WPS024102,"PPI Commodity data for Processed foods and feeds-Canned and fresh fruit juices, nectars, and concentrates, seasonally adjusted"
WPS0242,"PPI Commodity data for Processed foods and feeds-Frozen fruits, juices and ades, seasonally adjusted"
WPS024202,"PPI Commodity data for Processed foods and feeds-Frozen fruits, seasonally adjusted"
WPS024203,"PPI Commodity data for Processed foods and feeds-Frozen juices, ades, drinks, and cocktails, including orange juice, seasonally adjusted"
WPS0244,"PPI Commodity data for Processed foods and feeds-Canned vegetables and juices, seasonally adjusted"
WPS024401,"PPI Commodity data for Processed foods and feeds-Canned vegetables and juices, seasonally adjusted"
WPS0245,"PPI Commodity data for Processed foods and feeds-Frozen vegetables, seasonally adjusted"
WPS024502,"PPI Commodity data for Processed foods and feeds-Frozen potato products (French-fried, patties, puffs, etc.), seasonally adjusted"
WPS024505,"PPI Commodity data for Processed foods and feeds-Frozen vegetables, other than potato products, seasonally adjusted"
WPS025,"PPI Commodity data for Processed foods and feeds-Sugar and confectionery, seasonally adjusted"
WPS025201,"PPI Commodity data for Processed foods and feeds-Raw cane sugar and sugarcane mill products and byproducts, seasonally adjusted"
WPS0254,"PPI Commodity data for Processed foods and feeds-Confectionery materials, seasonally adjusted"
WPS025401,"PPI Commodity data for Processed foods and feeds-Confectionery materials, seasonally adjusted"
WPS0255,"PPI Commodity data for Processed foods and feeds-Confectionery end products, seasonally adjusted"
WPS025502,"PPI Commodity data for Processed foods and feeds-Chewing gum, bubble gum, and chewing gum base, seasonally adjusted"
WPS026,"PPI Commodity data for Processed foods and feeds-Beverages and beverage materials, seasonally adjusted"
WPS0261,"PPI Commodity data for Processed foods and feeds-Alcoholic beverages, seasonally adjusted"
WPS026101,"PPI Commodity data for Processed foods and feeds-Malt beverages, seasonally adjusted"
WPS026102,"PPI Commodity data for Processed foods and feeds-Distilled and bottled liquor, excluding brandy, seasonally adjusted"
WPS0262,"PPI Commodity data for Processed foods and feeds-Soft drinks, seasonally adjusted"
WPS026210,"PPI Commodity data for Processed foods and feeds-Soft drinks, carbonated, bottle/can, all types, seasonally adjusted"
WPS0263,"PPI Commodity data for Processed foods and feeds-Packaged beverage materials, seasonally adjusted"
WPS026301,"PPI Commodity data for Processed foods and feeds-Coffee (whole bean, ground, & instant), seasonally adjusted"
WPS026303,"PPI Commodity data for Processed foods and feeds-Tea in consumer packages, exc. canned ice tea, seasonally adjusted"
WPS0264,"PPI Commodity data for Processed foods and feeds-Other beverage materials, seasonally adjusted"
WPS026401,"PPI Commodity data for Processed foods and feeds-Other beverage materials, seasonally adjusted"
WPS027,"PPI Commodity data for Processed foods and feeds-Fats and oils, seasonally adjusted"
WPS0271,"PPI Commodity data for Processed foods and feeds-Animal fats and oils, made in slaughtering plants, seasonally adjusted"
WPS027101,"PPI Commodity data for Processed foods and feeds-Lard, made in slaughtering plants, seasonally adjusted"
WPS0278,"PPI Commodity data for Processed foods and feeds-Shortening, cooking oil, and margarine, seasonally adjusted"
WPS027801,"PPI Commodity data for Processed foods and feeds-Shortening, cooking oil, and margarine, seasonally adjusted"
WPS027A,"PPI Commodity data for Processed foods and feeds-Other oilseed processing, seasonally adjusted"
WPS027A01,"PPI Commodity data for Processed foods and feeds-Other oilseed processing, seasonally adjusted"
WPS028,"PPI Commodity data for Processed foods and feeds-Miscellaneous processed foods, seasonally adjusted"
WPS0281,"PPI Commodity data for Processed foods and feeds-Canned jams, jellies, and preserves, seasonally adjusted"
WPS0282,"PPI Commodity data for Processed foods and feeds-Pickles and other pickled products, including horseradish, seasonally adjusted"
WPS028201,"PPI Commodity data for Processed foods and feeds-Pickles and other pickled products, seasonally adjusted"
WPS0283,"PPI Commodity data for Processed foods and feeds-Processed eggs, liquid, dried, or frozen, seasonally adjusted"
WPS028301,"PPI Commodity data for Processed foods and feeds-Processed eggs (dried, frozen, or liquid), seasonally adjusted"
WPS0284,"PPI Commodity data for Processed foods and feeds-Specialty canning, seasonally adjusted"
WPS028401,"PPI Commodity data for Processed foods and feeds-Specialty canning, seasonally adjusted"
WPS0285,"PPI Commodity data for Processed foods and feeds-Frozen specialty food, seasonally adjusted"
WPS028501,"PPI Commodity data for Processed foods and feeds-Frozen specialty food, seasonally adjusted"
WPS029,"PPI Commodity data for Processed foods and feeds-Prepared animal feeds, seasonally adjusted"
WPS0292,"PPI Commodity data for Processed foods and feeds-Soybean cake, meal, and other byproducts, seasonally adjusted"
WPS029201,"PPI Commodity data for Processed foods and feeds-Soybean cake, meal, and byproducts, seasonally adjusted"
WPS0293,"PPI Commodity data for Processed foods and feeds-Formula feeds, seasonally adjusted"
WPS029301,"PPI Commodity data for Processed foods and feeds-Formula feeds, seasonally adjusted"
WPS0294,"PPI Commodity data for Processed foods and feeds-Miscellaneous feedstuffs, seasonally adjusted"
WPS029402,"PPI Commodity data for Processed foods and feeds-Pet food, seasonally adjusted"
WPS029403,"PPI Commodity data for Processed foods and feeds-Miscellaneous feedstuffs other than pet food, seasonally adjusted"
WPS03,"PPI Commodity data for Textile products and apparel, seasonally adjusted"
WPS031,"PPI Commodity data for Textile products and apparel-Synthetic fibers, seasonally adjusted"
WPS0315,"PPI Commodity data for Textile products and apparel-Unprocessed filament yarns, seasonally adjusted"
WPS032,"PPI Commodity data for Textile products and apparel-Processed yarns and threads, seasonally adjusted"
WPS0326,"PPI Commodity data for Textile products and apparel-Yarns, seasonally adjusted"
WPS032601,"PPI Commodity data for Textile products and apparel-Spun cotton yarns, seasonally adjusted"
WPS032604,"PPI Commodity data for Textile products and apparel-Textured and twisted yarns, seasonally adjusted"
WPS032607,"PPI Commodity data for Textile products and apparel-Other spun noncellulosic and natural fiber (excluding cotton and wool) yarns, seasonally adjusted"
WPS0327,"PPI Commodity data for Textile products and apparel-Thread, seasonally adjusted"
WPS033,"PPI Commodity data for Textile products and apparel-Greige fabrics, seasonally adjusted"
WPS0337,"PPI Commodity data for Textile products and apparel-Greige broadwoven fabrics, seasonally adjusted"
WPS033703,"PPI Commodity data for Textile products and apparel-Greige manmade, silk, and other natural fiber (exc cotton/wool) broadwoven fabrics, seasonally adjusted"
WPS0338,"PPI Commodity data for Textile products and apparel-Greige knit fabrics, seasonally adjusted"
WPS033803,"PPI Commodity data for Textile products and apparel-Weft (circular) knit fabrics, greige goods (excluding hosiery), seasonally adjusted"
WPS033804,"PPI Commodity data for Textile products and apparel-Warp knit fabrics, greige goods (excluding hosiery), seasonally adjusted"
WPS0339,"PPI Commodity data for Textile products and apparel-Tire cord and tire fabric, seasonally adjusted"
WPS033901,"PPI Commodity data for Textile products and apparel-Tire cord and tire fabrics, seasonally adjusted"
WPS034,"PPI Commodity data for Textile products and apparel-Finished fabrics, seasonally adjusted"
WPS0342,"PPI Commodity data for Textile products and apparel-Finished broadwoven fabrics, seasonally adjusted"
WPS034201,"PPI Commodity data for Textile products and apparel-Finished cotton broadwoven fabrics, seasonally adjusted"
WPS034202,"PPI Commodity data for Textile products and apparel-Finished wool broadwoven fabrics and felts, seasonally adjusted"
WPS034203,"PPI Commodity data for Textile products and apparel-Finished manmade, silk, and other natural fiber (exc. cotton and wool) broadwoven fabrics, seasonally adjusted"
WPS0345,"PPI Commodity data for Textile products and apparel-Nonwoven fabrics and felts, seasonally adjusted"
WPS034503,"PPI Commodity data for Textile products and apparel-Nonwoven fabrics and felts, seasonally adjusted"
WPS0346,"PPI Commodity data for Textile products and apparel-Coated fabrics, not rubberized, seasonally adjusted"
WPS034601,"PPI Commodity data for Textile products and apparel-Coated fabrics, not rubberized, seasonally adjusted"
WPS0347,"PPI Commodity data for Textile products and apparel-Screen printed textile materials, embroideries, and lace goods, seasonally adjusted"
WPS034701,"PPI Commodity data for Textile products and apparel-Screen printed textile and apparel materials and embroideries, seasonally adjusted"
WPS034702,"PPI Commodity data for Textile products and apparel-Lace & net goods, all leavers & Nottingham lace machine products, incl. bobbinets/barmen laces, seasonally adjusted"
WPS038,"PPI Commodity data for Textile products and apparel-Apparel & other fabricated textile prods, seasonally adjusted"
WPS0381,"PPI Commodity data for Textile products and apparel-Apparel, seasonally adjusted"
WPS038104,"PPI Commodity data for Textile products and apparel-Miscellaneous apparel and accessories, seasonally adjusted"
WPS0382,"PPI Commodity data for Textile products and apparel-Textile house furnishings, seasonally adjusted"
WPS038203,"PPI Commodity data for Textile products and apparel-Textile house furnishings, seasonally adjusted"
WPS038303,"PPI Commodity data for Textile products and apparel-Industrial and other fabricated products, seasonally adjusted"
WPS039,"PPI Commodity data for Textile products and apparel-Miscellaneous textile products/services, seasonally adjusted"
WPS03T15M05,"PPI Commodity data for Industrial commodities less fuels, seasonally adjusted"
WPS03THRU15,"PPI Commodity data for Industrial commodities, seasonally adjusted"
WPS05,"PPI Commodity data for Fuels and related products and power, seasonally adjusted"
WPS051,"PPI Commodity data for Fuels and related products and power-Coal, seasonally adjusted"
WPS0513,"PPI Commodity data for Fuels and related products and power-Coal, seasonally adjusted"
WPS051301,"PPI Commodity data for Fuels and related products and power-Coal, seasonally adjusted"
WPS05130101,"PPI Commodity data for Fuels and related products and power-Unprepared bituminous coal and lignite (utility sold), seasonally adjusted"
WPS05130102,"PPI Commodity data for Fuels and related products and power-Prepared bituminous coal and lignite (utility sold), seasonally adjusted"
WPS0532,"PPI Commodity data for Fuels and related products and power-Natural gas liquids, seasonally adjusted"
WPS054,"PPI Commodity data for Fuels and related products and power-Electric power, seasonally adjusted"
WPS0541,"PPI Commodity data for Fuels and related products and power-Residential electric power, seasonally adjusted"
WPS054121,"PPI Commodity data for Fuels and related products and power-Residential electric power, seasonally adjusted"
WPS0542,"PPI Commodity data for Fuels and related products and power-Commercial electric power, seasonally adjusted"
WPS054221,"PPI Commodity data for Fuels and related products and power-Commercial electric power, seasonally adjusted"
WPS0543,"PPI Commodity data for Fuels and related products and power-Industrial electric power, seasonally adjusted"
WPS054321,"PPI Commodity data for Fuels and related products and power-Industrial electric power, seasonally adjusted"
WPS0546,"PPI Commodity data for Fuels and related products and power-Transportation electric power, seasonally adjusted"
WPS054621,"PPI Commodity data for Fuels and related products and power-Transportation electric power, seasonally adjusted"
WPS055,"PPI Commodity data for Fuels and related products and power-Utility natural gas, seasonally adjusted"
WPS0551,"PPI Commodity data for Fuels and related products and power-Residential natural gas, seasonally adjusted"
WPS055121,"PPI Commodity data for Fuels and related products and power-Residential natural gas, seasonally adjusted"
WPS0552,"PPI Commodity data for Fuels and related products and power-Commercial natural gas, seasonally adjusted"
WPS055221,"PPI Commodity data for Fuels and related products and power-Commercial natural gas, seasonally adjusted"
WPS0553,"PPI Commodity data for Fuels and related products and power-Industrial natural gas, seasonally adjusted"
WPS055321,"PPI Commodity data for Fuels and related products and power-Industrial natural gas, seasonally adjusted"
WPS0554,"PPI Commodity data for Fuels and related products and power-Natural gas to electric power, seasonally adjusted"
WPS055421,"PPI Commodity data for Fuels and related products and power-Natural gas to electric power, seasonally adjusted"
WPS056,"PPI Commodity data for Fuels and related products and power-Crude petroleum (domestic production), seasonally adjusted"
WPS0561,"PPI Commodity data for Fuels and related products and power-Crude petroleum (domestic production), seasonally adjusted"
WPS056101,"PPI Commodity data for Fuels and related products and power-Crude petroleum (domestic production), seasonally adjusted"
WPS057,"PPI Commodity data for Fuels and related products and power-Petroleum products, refined, seasonally adjusted"
WPS0571,"PPI Commodity data for Fuels and related products and power-Gasoline, seasonally adjusted"
WPS057103,"PPI Commodity data for Fuels and related products and power-Unleaded premium gasoline, seasonally adjusted"
WPS057104,"PPI Commodity data for Fuels and related products and power-Unleaded regular gasoline, seasonally adjusted"
WPS057105,"PPI Commodity data for Fuels and related products and power-Unleaded mid-premium gasoline, seasonally adjusted"
WPS0572,"PPI Commodity data for Fuels and related products and power-Kerosene and jet fuels, seasonally adjusted"
WPS057202,"PPI Commodity data for Fuels and related products and power-Kerosene, seasonally adjusted"
WPS05720201,"PPI Commodity data for Fuels and related products and power-Kerosene, seasonally adjusted"
WPS057203,"PPI Commodity data for Fuels and related products and power-Jet fuel, seasonally adjusted"
WPS05720301,"PPI Commodity data for Fuels and related products and power-Jet fuel, seasonally adjusted"
WPS0573,"PPI Commodity data for Fuels and related products and power-Light fuel oils, seasonally adjusted"
WPS057302,"PPI Commodity data for Fuels and related products and power-Home heating oil and distillates, seasonally adjusted"
WPS05730201,"PPI Commodity data for Fuels and related products and power-Home heating oil and distillates, seasonally adjusted"
WPS057303,"PPI Commodity data for Fuels and related products and power-No. 2 diesel fuel, seasonally adjusted"
WPS0574,"PPI Commodity data for Fuels and related products and power-Residual fuels (heavy fuel oils, incl. #5, #6, & other residual fuels), seasonally adjusted"
WPS057407,"PPI Commodity data for Fuels and related products and power-Residual fuels (heavy fuel oils, incl. #5, #6, & other residual fuels), seasonally adjusted"
WPS057603,"PPI Commodity data for Fuels and related products and power-Lubricating grease, seasonally adjusted"
WPS057604,"PPI Commodity data for Fuels and related products and power-Lubricating and similar oils, seasonally adjusted"
WPS058,"PPI Commodity data for Fuels and related products and power-Asphalt and other petroleum and coal products, n.e.c., seasonally adjusted"
WPS0581,"PPI Commodity data for Fuels and related products and power-Asphalt and other petroleum and coal products, n.e.c., seasonally adjusted"
WPS058102,"PPI Commodity data for Fuels and related products and power-Asphalt, seasonally adjusted"
WPS06,"PPI Commodity data for Chemicals and allied products, seasonally adjusted"
WPS061,"PPI Commodity data for Chemicals and allied products-Industrial chemicals, seasonally adjusted"
WPS0613,"PPI Commodity data for Chemicals and allied products-Basic inorganic chemicals, seasonally adjusted"
WPS061302,"PPI Commodity data for Chemicals and allied products-Inorganic chemicals, other than alkalies and chlorine, seasonally adjusted"
WPS061303,"PPI Commodity data for Chemicals and allied products-Alkalies and chlorine, including natural sodium carbonate and sulfate, seasonally adjusted"
WPS0614,"PPI Commodity data for Chemicals and allied products-Basic organic chemicals, seasonally adjusted"
WPS061403,"PPI Commodity data for Chemicals and allied products-Other basic organics, seasonally adjusted"
WPS062,"PPI Commodity data for Chemicals and allied products-Paints and allied products, seasonally adjusted"
WPS0621,"PPI Commodity data for Chemicals and allied products-Prepared paint, seasonally adjusted"
WPS062101,"PPI Commodity data for Chemicals and allied products-Architectural coatings, seasonally adjusted"
WPS062103,"PPI Commodity data for Chemicals and allied products-Special purpose coatings, incl. marine, industrial & construction coatings, seasonally adjusted"
WPS0622,"PPI Commodity data for Chemicals and allied products-Paint materials, seasonally adjusted"
WPS062204,"PPI Commodity data for Chemicals and allied products-Kaolin and ball clay, seasonally adjusted"
WPS0623,"PPI Commodity data for Chemicals and allied products-Allied and miscellaneous paint products, seasonally adjusted"
WPS062301,"PPI Commodity data for Chemicals and allied products-Allied and miscellaneous paint products, seasonally adjusted"
WPS063,"PPI Commodity data for Chemicals and allied products-Drugs and pharmaceuticals, seasonally adjusted"
WPS0631,"PPI Commodity data for Chemicals and allied products-Medicinal and botanical chemicals, drugs, and other products, seasonally adjusted"
WPS0637,"PPI Commodity data for Chemicals and allied products-Biological products, including diagnostics, seasonally adjusted"
WPS063717,"PPI Commodity data for Chemicals and allied products-Biological products, excluding diagnostic, for veterinary, industrial, and all other misc. uses, seasonally adjusted"
WPS063719,"PPI Commodity data for Chemicals and allied products-Biological products, excluding diagnostic, for human use, seasonally adjusted"
WPS0638,"PPI Commodity data for Chemicals and allied products-Pharmaceutical preparations, seasonally adjusted"
WPS063801,"PPI Commodity data for Chemicals and allied products-Pharmaceuticals affecting neoplasms, the endocrine system, & metabolic diseases, seasonally adjusted"
WPS063802,"PPI Commodity data for Chemicals and allied products-Pharmaceuticals acting on the central nervous system and the sense organs, seasonally adjusted"
WPS063803,"PPI Commodity data for Chemicals and allied products-Pharmaceuticals acting on the cardiovascular system, seasonally adjusted"
WPS063804,"PPI Commodity data for Chemicals and allied products-Pharmaceuticals acting on the respiratory system, seasonally adjusted"
WPS063808,"PPI Commodity data for Chemicals and allied products-Pharmaceuticals affecting parasitic and infective diseases, seasonally adjusted"
WPS064,"PPI Commodity data for Chemicals and allied products-Fats and oils, inedible, seasonally adjusted"
WPS0641,"PPI Commodity data for Chemicals and allied products-Fats and oils, inedible, seasonally adjusted"
WPS064101,"PPI Commodity data for Chemicals and allied products-Fats and oils, inedible, seasonally adjusted"
WPS065,"PPI Commodity data for Chemicals and allied products-Agricultural chemicals and chemical products, seasonally adjusted"
WPS0651,"PPI Commodity data for Chemicals and allied products-Mixed fertilizers, seasonally adjusted"
WPS065105,"PPI Commodity data for Chemicals and allied products-Mixed fertilizers, seasonally adjusted"
WPS0652,"PPI Commodity data for Chemicals and allied products-Fertilizer materials, seasonally adjusted"
WPS065201,"PPI Commodity data for Chemicals and allied products-Nitrogenates, seasonally adjusted"
WPS065202,"PPI Commodity data for Chemicals and allied products-Phosphates, seasonally adjusted"
WPS0653,"PPI Commodity data for Chemicals and allied products-Other agricultural chemicals, seasonally adjusted"
WPS065301,"PPI Commodity data for Chemicals and allied products-Other agricultural chemicals, seasonally adjusted"
WPS066,"PPI Commodity data for Chemicals and allied products-Plastic resins and materials, seasonally adjusted"
WPS0662,"PPI Commodity data for Chemicals and allied products-Thermoplastic resins and plastics materials, seasonally adjusted"
WPS066212,"PPI Commodity data for Chemicals and allied products-Thermoplastic resins and plastics materials, seasonally adjusted"
WPS0663,"PPI Commodity data for Chemicals and allied products-Thermosetting resins and plastics materials, seasonally adjusted"
WPS067,"PPI Commodity data for Chemicals and allied products-Other chemicals and allied products, seasonally adjusted"
WPS0675,"PPI Commodity data for Chemicals and allied products-Cosmetics and other toilet preparations, seasonally adjusted"
WPS067502,"PPI Commodity data for Chemicals and allied products-Shaving preparations, seasonally adjusted"
WPS067503,"PPI Commodity data for Chemicals and allied products-Perfumes, toilet waters, and colognes, seasonally adjusted"
WPS067504,"PPI Commodity data for Chemicals and allied products-Hair preparations (including shampoos), seasonally adjusted"
WPS067514,"PPI Commodity data for Chemicals and allied products-Creams, lotions, and oils, excluding shaving, hair, and deodorant, seasonally adjusted"
WPS0679,"PPI Commodity data for Chemicals and allied products-Misc. chemical prod. and preparations, seasonally adjusted"
WPS067902,"PPI Commodity data for Chemicals and allied products-Explosives and blasting accessories, seasonally adjusted"
WPS067904,"PPI Commodity data for Chemicals and allied products-Adhesives and sealants, seasonally adjusted"
WPS067909,"PPI Commodity data for Chemicals and allied products-Other miscellaneous chemical products, seasonally adjusted"
WPS07,"PPI Commodity data for Rubber and plastic products, seasonally adjusted"
WPS071,"PPI Commodity data for Rubber and plastic products-Rubber and rubber products, seasonally adjusted"
